,id,value
583,all.degree3.peel3.pagerank3.diversity4.betweenness3,0.693147181
584,all.degree6.peel4.pagerank5.diversity3,1.877240061
585,all.degree3.peel2.pagerank5.diversity5.betweenness2.betweenness3,0.693147181
586,all.degree3.peel5.pagerank4.diversity4.betweenness3,1.33217904
587,all.degree3.peel3.pagerank3.diversity4,0.693147181
588,all.degree4.peel4.pagerank5.diversity5,2.0330002
591,all.degree3.peel3.pagerank3.diversity4.betweenness3,0.693147181
592,all.degree3.peel3.pagerank4.diversity4.betweenness3,0.693147181
594,all.degree3.peel2.pagerank6.diversity4.betweenness2.betweenness3,0.693147181
595,all.degree3.peel3.pagerank3.diversity4.betweenness3,0.693147181
596,all.degree4.peel4.pagerank3.diversity4.betweenness3,1.676234939
597,all.degree3.peel3.pagerank3.diversity4.betweenness3,0.693147181
598,all.degree4.peel5.pagerank6,1.466907105
599,all.degree3.peel4.pagerank3.diversity2.betweenness4,0.636514168
600,all,2.380112478
601,all.degree5.peel3.pagerank2.diversity4,1.877524281
602,all,2.104875124
603,all.degree3.peel5.pagerank2.diversity5.betweenness3,1.386294361
604,all.degree3.peel5.pagerank3.diversity5.betweenness4,1.549826046
605,all.degree3.peel4.pagerank3.diversity4.betweenness3,1.098612289
607,all.degree5.peel4.pagerank4.diversity4.betweenness5,2.051787046
608,all.degree3.peel4.pagerank6.diversity3,1.004242473
609,all.degree3.peel3.pagerank4.diversity4.betweenness3,0.693147181
610,all.degree3.peel3.pagerank3.diversity4.betweenness3,0.693147181
612,all.degree3.peel3.pagerank3.diversity4.betweenness3,0.693147181
613,all.degree4.peel3.pagerank3.diversity3.betweenness3,1.213007566
615,all.degree3.peel3.pagerank3.diversity4.betweenness3,0.693147181
617,all.degree5.peel4.pagerank4.diversity4.betweenness3,1.98950834
619,all.degree4.peel2.pagerank3.diversity4.betweenness3,1.522955068
620,all.degree3.peel3.pagerank3.diversity4.betweenness3,0.693147181
622,all.degree3.peel5.pagerank3.diversity3.betweenness3,1.054920168
624,all.degree3.peel5.pagerank3.diversity5.betweenness3,1.609437912
627,all.degree3.peel5.pagerank3.diversity2.betweenness3,0.562335145
628,all.degree4.peel3.pagerank3.diversity4.betweenness4,1.704551445
629,all.degree3.peel5.pagerank5.diversity5.betweenness3,1.609437912
630,all.degree3.peel3.pagerank4.diversity4.betweenness3,0.693147181
631,all.degree6.peel2.pagerank5,1.958122578
632,all.degree6.peel4.pagerank3.diversity3,1.849112878
633,all,2.323459966
635,all.degree4.peel3.pagerank4.diversity5.betweenness3,1.844621476
637,all.degree3.peel3.pagerank3.diversity4.betweenness3,0.693147181
638,all.degree3.peel4.pagerank4.diversity2.betweenness1.betweenness2.betweenness3.betweenness4.betweenness5.betweenness6,0.636514168
640,all.degree4.peel3.pagerank6,1.909660422
641,all.degree3.peel3.pagerank3.diversity4.betweenness3,0.693147181
643,all.degree3.peel3.pagerank3.diversity4.betweenness4,0.693147181
644,all.degree4.peel3.pagerank4.diversity3.betweenness4,1.524707393
645,all.degree3.peel5.pagerank6.diversity4.betweenness4,1.549826046
646,all.degree3.peel5.pagerank4.diversity3.betweenness3,1.011404265
647,all.degree3.peel5.pagerank2.diversity3.betweenness3,0.562335145
648,all.degree4.peel3.pagerank3.diversity5.betweenness4,1.884871334
653,all.degree3.peel4.pagerank3.diversity5.betweenness3,1.386294361
655,all.degree4.peel4.pagerank4.diversity3.betweenness3,1.075139324
656,all.degree3.peel5.pagerank4.diversity4.betweenness5,1.33217904
657,all.degree3.peel5.pagerank4.diversity2.betweenness5,0.636514168
658,all.degree3.peel2.pagerank6.diversity4.betweenness2.betweenness3,0.693147181
661,all.degree3.peel5.pagerank4.diversity4.betweenness3,1.329661349
662,all.degree3.peel5.pagerank3.diversity3.betweenness3,1.011404265
663,all.degree3.peel5.pagerank4.diversity4.betweenness5,1.242453325
664,all.degree3.peel3.pagerank4.diversity5.betweenness3,1.098612289
665,all.degree3.peel5.pagerank3.diversity4.betweenness3,1.386294361
666,all.degree3.peel5.pagerank2.diversity3.betweenness5,0.562335145
667,all,2.399455178
668,all.degree3.peel4.pagerank3.diversity4.betweenness3,1.098612289
671,all.degree3.peel5.pagerank3.diversity4.betweenness3,1.33217904
672,all.degree3.peel3.pagerank3.diversity4.betweenness3,0.693147181
673,all.degree3.peel4.pagerank3.diversity4.betweenness3,1.039720771
674,all.degree3.peel3.pagerank4.diversity5.betweenness2,1.098612289
675,all.degree4.peel3.pagerank3.diversity2.betweenness3,1.073542846
676,all.degree3.peel4.pagerank3.diversity4.betweenness3,1.098612289
677,all.degree3.peel5.pagerank3.diversity4.betweenness6,1.329661349
678,all.degree3.peel3.pagerank3.diversity4.betweenness3,0.693147181
679,all.degree3.peel5.pagerank4.diversity3.betweenness3,0.950270539
680,all.degree3.peel4.pagerank3.diversity4.betweenness3,1.098612289
681,all.degree3.peel3.pagerank4.diversity4.betweenness3,0.693147181
682,all.degree3.peel5.pagerank3.diversity2.betweenness3,0.500402424
683,all.degree3.peel5.pagerank3.diversity3.betweenness3,1.039720771
684,all.degree4.peel4.pagerank3.diversity4.betweenness3,1.676234939
686,all.degree3.peel3.pagerank3.diversity4.betweenness3,0.693147181
687,all.degree3.peel5.pagerank3.diversity4.betweenness4,1.242453325
688,all.degree3.peel6.pagerank3.diversity5,1.475076311
689,all.degree3.peel6.pagerank2.diversity5,1.560710409
691,all.degree4.peel2.pagerank3.diversity1,1.073542846
692,all.degree3.peel3.pagerank3.diversity4.betweenness3,0.693147181
693,all.degree3.peel3.pagerank6.diversity4.betweenness4,1.098612289
695,all.degree3.peel3.pagerank3.diversity4.betweenness3,0.693147181
696,all,2.307204332
698,all.degree4.peel2.pagerank3.diversity5.betweenness3,1.676987774
699,all.degree4.peel3.pagerank4.diversity3.betweenness3,1.58109375
701,all.degree3.peel5.pagerank3.diversity2.betweenness3,0.693147181
702,all.degree3.peel5.pagerank3.diversity3.betweenness3,1.039720771
706,all.degree3.peel5.pagerank3.diversity3.betweenness3,1.039720771
708,all.degree4.peel3.pagerank3.diversity4.betweenness3,1.58109375
709,all.degree3.peel5.pagerank3.diversity4.betweenness3,1.153741943
710,all.degree6.peel4.pagerank3.diversity4,1.946915338
712,all.degree3.peel4.pagerank3.diversity4.betweenness3,1.098612289
715,all.degree4.peel3.pagerank5.diversity4.betweenness3,1.767009191
716,all.degree3.peel3.pagerank3.diversity4.betweenness4,0.636514168
717,all.degree3.peel3.pagerank3.diversity4.betweenness3,0.693147181
722,all.degree3.peel3.pagerank3.diversity4.betweenness4,0.693147181
723,all.degree3.peel4.pagerank3.diversity4.betweenness3,1.098612289
724,all.degree3.peel4.pagerank3.diversity4,1.098612289
725,all.degree4.peel2.pagerank3.diversity5.betweenness4,1.676987774
726,all,2.466368473
727,all.degree3.peel5.pagerank3.diversity2.betweenness3,0.562335145
728,all.degree3.peel4.pagerank3.diversity5.betweenness4,1.33217904
729,all,2.026165337
733,all.degree3.peel4.pagerank5.diversity3.betweenness3,1.039720771
735,all.degree3.peel3.pagerank3.diversity4.betweenness3,0.693147181
736,all.degree3.peel4.pagerank3.diversity2.betweenness3,0.636514168
737,all.degree4.peel3.pagerank4.diversity3.betweenness4,1.522955068
738,all.degree3.peel4,1.242453325
739,all.degree3.peel5.pagerank3.diversity5.betweenness3,1.560710409
740,all.degree4.peel3.pagerank3.diversity3.betweenness3,1.33217904
742,all.degree6.peel4.pagerank4.diversity3,1.876820905
743,all.degree3.peel5.pagerank3.diversity2.betweenness3,0.500402424
744,all.degree5.peel1.pagerank4,1.856036234
745,all.degree3.peel3.pagerank4.diversity4.betweenness3,0.693147181
746,all.degree4.peel4.pagerank4.diversity5.betweenness3,1.809514256
748,all.degree3.peel4.pagerank3.diversity2.betweenness3,0.636514168
749,all.degree3.peel3.pagerank5.diversity3.betweenness3,0.693147181
751,all.degree4.peel5.pagerank4.diversity4.betweenness5,1.986266518
752,all.degree3.peel4.pagerank4.diversity2.betweenness1.betweenness2.betweenness3.betweenness4.betweenness5.betweenness6,0.636514168
753,all.degree4.peel3.pagerank3.diversity3.betweenness3,1.320888343
754,all.degree3.peel5.pagerank3.diversity4.betweenness3,1.33217904
755,all.degree3.peel2,0.693147181
756,all.degree3.peel5.pagerank4.diversity4.betweenness5,1.33217904
758,all.degree3.peel3,0.636514168
759,all.degree3.peel5.pagerank3.diversity3.betweenness3,1.039720771
760,all.degree3.peel5.pagerank3.diversity3.betweenness3,0.950270539
761,all.degree4.peel3.pagerank2.diversity4.betweenness3,1.255482325
762,all.degree3.peel5.pagerank4.diversity5.betweenness4,1.747868097
763,all.degree3.peel3.pagerank3.diversity4.betweenness3,0.693147181
764,all.degree3.peel4.pagerank6.diversity4.betweenness3,1.609437912
765,all.degree3.peel3.pagerank3.diversity4.betweenness3,0.693147181
769,all.degree4.peel3.pagerank2.diversity3,1.213007566
770,all.degree3.peel3.pagerank6.diversity5,1.386294361
772,all.degree3.peel5.pagerank3.diversity5.betweenness3,1.560710409
773,all.degree3.peel3.pagerank3.diversity4.betweenness3,0.693147181
775,all.degree3.peel5.pagerank2.diversity4.betweenness3,1.33217904
777,all.degree3.peel4.pagerank4.diversity3.betweenness3,1.039720771
778,all.degree3.peel4.pagerank3.diversity4.betweenness6,1.039720771
781,all.degree4.peel4.pagerank4.diversity5.betweenness4,1.905420043
783,all.degree3.peel3.pagerank5.diversity4.betweenness1,1.098612289
784,all.degree3.peel3.pagerank4.diversity4.betweenness3,0.693147181
785,all.degree3.peel6.pagerank5,0.955699891
786,all.degree3.peel4.pagerank3.diversity4.betweenness3,1.098612289
787,all.degree3.peel4.pagerank5.diversity4.betweenness3,1.33217904
788,all.degree4.peel3.pagerank5.diversity4.betweenness3,1.73265872
789,all.degree4.peel2.pagerank3.diversity4.betweenness3,1.494175138
790,all.degree4.peel4.pagerank3.diversity5.betweenness4,1.875121856
795,all.degree3.peel5.pagerank2.diversity5.betweenness3,1.386294361
